pid|filename|status|heap_summary|leak_summary|error_summary
20395|Example1.cpp|N|HEAP SUMMARY:^    in use at exit: 0 bytes in 0 blocks^  total heap usage: 160,056 allocs, 160,056 frees, 7,305,790 bytes allocated^^All heap blocks were freed -- no leaks are possible^^ERROR SUMMARY: 0 errors from 0 contexts (suppressed: 0 from 0)^ERROR SUMMARY: 0 errors from 0 contexts (suppressed: 0 from 0)^||ERROR SUMMARY: 0 errors from 0 contexts (suppressed: 0 from 0)^ERROR SUMMARY: 0 errors from 0 contexts (suppressed: 0 from 0)^
20444|Example2.cpp|N|HEAP SUMMARY:^    in use at exit: 0 bytes in 0 blocks^  total heap usage: 40,072 allocs, 40,072 frees, 2,036,598 bytes allocated^^All heap blocks were freed -- no leaks are possible^^ERROR SUMMARY: 0 errors from 0 contexts (suppressed: 0 from 0)^ERROR SUMMARY: 0 errors from 0 contexts (suppressed: 0 from 0)^||ERROR SUMMARY: 0 errors from 0 contexts (suppressed: 0 from 0)^ERROR SUMMARY: 0 errors from 0 contexts (suppressed: 0 from 0)^
